content,content_stem,score,target
I was shopping previously on other platforms n ever since I started shopping at SHOPEE I have never gone back to the others.. I really love shopping with SHOPEE too as the prices are very reasonable.. The format n layout if all the sellers n products are all very easy to follow n to shop n to purchase.. it makes shopping with SHOPEE so enjoyable.. I can shop for many hours with SHOPEE and I never get tired.. my experience shopping with SHOPEE is really the BEST... I do lots of purchases here...,shopping  previously  platforms  n  ever  since  started  shopping  never  gone  back  others..  really  love  shopping  prices  reasonable..  format  n  layout  n  products  easy  follow  n  shop  n  purchase..  makes  shopping  enjoyable..  shop  many  hours  never  get  tired..  experience  shopping  really  best...  lots  purchases  here...,5,0
Over all ok. It does not have cart coupons so no savings unless the seller themselves having promotions coupons. If I want coupons I rather buy from my good old usual shopping app.,ok.  cart  coupons  savings  unless  promotions  coupons.  want  coupons  rather  buy  good  old  usual  shopping  app.,4,0
A good place to shop online with user friendly interface easy to navigate around. They also have interesting games and events happening with chances of winning vouchers and shopee coins. Which makes shopping online even more fun! Definitely highly recommended to all!,good  place  shop  online  user  friendly  interface  easy  navigate  around.  also  interesting  games  events  happening  chances  winning  vouchers  coins.  makes  shopping  online  even  fun!  definitely  highly  recommended  all!,5,0
Shopee is very good.,good.,5,0
Terrible app. App keeps hanging. Can't even let me finish and submit a review. Feedback to shopee but till now app still is unstable. Reinstall also to no avail. Latest error message shopee app not optimized for latest Android version. And worse still was unable to make purchase yesterday error messages stating wrong payment method. Tried using all different methods still can't buy. Had to wait few hours later to be able to buy. I love shopee but the frequent crashes were really irritating!,terrible  app.  keeps  hanging.  can't  even  let  finish  submit  review.  feedback  till  still  unstable.  reinstall  also  avail.  latest  error  message  optimized  latest  android  version.  worse  still  unable  make  purchase  yesterday  error  messages  stating  wrong  payment  method.  tried  using  different  methods  still  can't  buy.  wait  hours  later  able  buy.  love  frequent  crashes  really  irritating!,2,1
Shopee make shopping easy! Shopee protects buyer from dishonest seller and provide advice readily. Fantastic shopping experience.,make  shopping  easy!  protects  buyer  dishonest  provide  advice  readily.  fantastic  shopping  experience.,4,0
I am very disappointed with service provided by Shopee. alot of spam product listed in this platform whereby delivered item have different brand and quality from advertised. Refund and return process is very complicated and at the end buyer has to accept it. the seller also still allowed to sell those spam product although i have reported via email with all prove hence in this case Shopee never take action to protect consumers.,disappointed  service  provided  shopee.  alot  spam  product  listed  platform  whereby  delivered  different  brand  quality  advertised.  refund  return  process  complicated  end  buyer  accept  it.  also  still  allowed  sell  spam  product  although  reported  via  email  prove  hence  case  never  take  action  protect  consumers.,1,1
What wrong with the app it keep close by itself.. than thing i already delivered long time ago keep senting i had received...,wrong  keep  close  itself..  thing  already  delivered  long  time  ago  keep  senting  received...,3,1
This is great shopping app however your app have a bug where suddenly lougout then login automatic by it self 🤷 and the stuff price is fair enough.,great  shopping  however  bug  suddenly  lougout  login  automatic  self  person_shrugging  stuff  price  fair  enough.,4,0
🥲🥲😢😢😓😓🤬🤬🤏🤏,smiling_face_with_tearsmiling_face_with_tearcrying_facecrying_facedowncast_face_with_sweatdowncast_face_with_sweatface_with_symbols_on_mouthface_with_symbols_on_mouthpinching_handpinching_hand,1,1
Lousy. All the agents give different info. Refund case of almost $500 is left hanging for weeks.. now they took my parcel and auto cancelled my refund case.. each live agents and the ones you call say different info.. now have to wait another 5 days for an update.. custormer service is slow to respond. Do not reccommend to use unless you want both your money and order item to be taken away,lousy.  agents  give  different  info.  refund  case  almost  $500  left  hanging  weeks..  took  parcel  auto  cancelled  refund  case..  live  agents  ones  call  say  different  info..  wait  another  5  days  update..  custormer  service  slow  respond.  reccommend  use  unless  want  money  order  taken  away,1,1
"So far throughout the transaction if you come across any issues with sellers,Shopee Admins are able to help. Keep up the good work! more buyers will buy confidently.","far  throughout  transaction  come  across  issues  sellers,shopee  admins  able  help.  keep  good  work!  buyers  buy  confidently.",4,0
Have variety of product to choose.,variety  product  choose.,4,0
Force close after update. Getting bad to worse.,force  close  update.  getting  worse.,1,1
"Very bad experienced and terrible to refund. The live agent also pretend pretend know everything but very poor knowledge. The instruction and details never show clearly how to do this and that. Already go to pop station, singpost, ninja van, and j&t drop off. The also dont have any ideas to solved the shopee refund things. Wasting time, money. Such a terrible online apps. Really.","experienced  terrible  refund.  live  agent  also  pretend  pretend  know  everything  poor  knowledge.  instruction  details  never  show  clearly  that.  already  go  pop  station,  singpost,  ninja  van,  j&t  drop  off.  also  dont  ideas  solved  refund  things.  wasting  time,  money.  terrible  online  apps.  really.",1,1
So far so good to me as item received correct till now of the item I received & price also cheaper.,far  good  received  correct  till  received  &  price  also  cheaper.,4,0
"Good shopping but the ""view"" is just so busy and noisy. Is quite confusing unless someone decodes it for you.","good  shopping  ""view""  busy  noisy.  quite  confusing  unless  someone  decodes  you.",4,0
good,good,5,0
Ease of use,ease  use,5,0
