username,content,score,thumbs_up_count,at,reply_content,replied_at,sort_order,app_id,target
Nizz Nemo,As time goes by... Shopee SG getting worst in handling parcel which is not lost and simply want easy way to handle customers by giving refund which doesnt solve anything... Dont give high hope of what they promised or emailed u.. Somehow indirectly they will break it.. App also always have problem.. Error this and that after new updates..,2,2,2022-06-28 11:04:40,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-06-28 12:12:58,most_relevant,com.shopee.sg,1
A Google user,Shopee now so slow keeps lagging.. how many times i uninstall and install again but still same issue so hard to check out..and i guess they should haved estimated time for delivery because parcel always missed when delivered.,2,3,2020-03-21 15:59:41,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-03-21 18:32:59,most_relevant,com.shopee.sg,1
Ken Ng,"Hi, I've been using shopee for a long time now but recently the Daily Check-IN coins feature seems to have been disabled in android 12 operating system? I dont see it anymore in my S22 phone.",2,1,2022-05-13 10:20:58,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2022-05-13 12:32:46,most_relevant,com.shopee.sg,1
Wenz,This is weird. I download this app twice on my oppo phone. It works fine for my old phone but it totally malfunctions on my new phone!,2,0,2020-07-14 02:09:08,,,most_relevant,com.shopee.sg,1
A Google user,"The software itself is good but help center is not good enough. If sellers sent wrong item to you and you ask for refund, Shopee will tell that item is correct and rejected your request. DO NOT RECOMMEND BUYING ON THIS PLATFORM",2,9,2019-07-11 17:53:52,,,most_relevant,com.shopee.sg,1
Wendy Kiew,"Tis is a great shopping platform. However, App keeps closing by itself these 2 wks... When viewing or trying to make payment..so frustrated. Pls rectify this. Thks .",2,0,2022-01-01 16:30:27,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-01-01 16:45:53,most_relevant,com.shopee.sg,1
Shuguo Greyson,"App is slow in loading. Sometimes can't scan QR code on screen (error message), preventing me from using Shopee anywhere.",2,1,2022-04-06 14:35:27,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.
",2022-04-06 23:54:12,most_relevant,com.shopee.sg,1
Eugenie Koo,There is no revenue for refund and the period of time for it is short. The app claimed that refund was made but I never received it. It seems that Shopee inclines towards sellers not buyers.,2,2,2022-06-28 11:54:11,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-06-13 07:55:07,most_relevant,com.shopee.sg,1
Snow Tan,After the last update. The app keep crashing. Have to uninstall and reinstall the 5th time now. In less than 1 week.,2,1,2022-05-25 18:07:07,"""Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-05-25 19:10:34,most_relevant,com.shopee.sg,1
ame c,Laggy at shopee farm especially when it comes to selecting the plant to grow. I am unable to get the plant I want at 12pm now as they will run out after loading :( It used to be immediate whenever I clicked into it in the past.,2,0,2021-10-05 12:03:55,,,most_relevant,com.shopee.sg,1
Han Hui,"It was working fine until now. The checkout doesnt allow me to pay for the order or even cancel the order, i dont know what happend but it used to be better.",2,1,2020-05-02 15:31:16,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.",2020-05-02 16:54:54,most_relevant,com.shopee.sg,1
Melanie,"Seller POV. Too many push notifications and chats get flooded with game notifications. Unable to archive old chats and sometimes can't search for chats using username ""no result found"". CS not always helpful, dodges qn / reply using irrelevant ans. Buyer POV. Dad needed help buying from Shopee. Was overseas so I logged into his acc using my phone & Shopee immediately flagged his account as 'suspicious' so his acc now cannot use referral coupons for his 1st purchase. Same thing happened with mum",2,34,2021-12-23 19:43:17,,,most_relevant,com.shopee.sg,1
A Google user,"Suspension of products makes listing on your portal unfriendly cause at times we really not sure which catagory is correct and you keep on suspending, even if I moved my products under miscellaneous still not right, very disturbing...",2,10,2019-08-11 11:06:26,,,most_relevant,com.shopee.sg,1
Serawr,I realized that shopee uses alot of my data without clear explanation of where my data went to! I have only been looking at my shopping cart and afew items and that wasted 2gb!!!,2,0,2020-07-07 02:18:17,,,most_relevant,com.shopee.sg,1
A Google user,Welcome gift didnt come after selection. Tried to get my daily coins since yesterday and keep having network error. I cant do any shopping or get my rewards. Am I the only one having this problem?,2,0,2019-12-05 15:10:53,"Hey, 

Thank you for your review and feedback. 

We are so sorry that you have had to come through challenges while using our app.

 As we would like to look into your feedback further, we really appreciate if you could fill up this form at https://help.shopee.sg/sg/s/contactus

so that besides improving our service! 🙇‍♂️",2019-12-05 17:46:38,most_relevant,com.shopee.sg,1
A Google user,"Used to love it but the home page doesn't load anymore so how can I access anything else right?? Plus every time I click on something, it doesn't load.",2,0,2018-09-23 10:28:59,"Hi Melodie! We're really so sorry about that :( Your feedback matters to us and we will be forwarding this to the relevant team, so that we can improve the app to provide the best possible experience to our users. Kindly drop us a message via email at support@shopee.sg if you still encounter issues using the app. Thank you!",2018-09-24 15:09:17,most_relevant,com.shopee.sg,1
MathIzz,"Sellers' products are not validated by shoppee resulting in products sold not matching what sellers claim in their shop 1/11: With 11.11 promos, the app slowed down significantly and doesnt respond to touch !! Has to close and open the app repeatedly ! From bad to worse.",2,5,2021-11-01 06:21:22,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2021-10-15 09:47:38,most_relevant,com.shopee.sg,1
